site_id,lat,lon,pft
50202,36.53251,-119.24338,woody perennial crop
385847,33.5781,-116.18844,woody perennial crop
553731,37.19396,-121.74936,woody perennial crop
300996,33.04651,-116.96757,woody perennial crop
567572,35.65402,-119.43983,woody perennial crop
303804,38.94461,-121.99156,woody perennial crop
234447,39.10721,-121.66329,woody perennial crop
382699,38.41994,-122.32884,woody perennial crop
111871,40.37822,-120.35214,woody perennial crop
531058,38.76505,-120.74695,woody perennial crop
147530,36.57785,-119.83475,woody perennial crop
419513,34.158,-119.13646,woody perennial crop
74693,33.53506,-115.9687,woody perennial crop
107703,35.63874,-120.85934,woody perennial crop
87387,38.48246,-122.84995,woody perennial crop
241062,39.69622,-122.24632,woody perennial crop
471407,39.2232,-122.01789,woody perennial crop
182315,36.24354,-119.19465,woody perennial crop
434506,35.6828,-119.73327,woody perennial crop
102571,38.48207,-122.80961,woody perennial crop
337004,38.24285,-121.55404,woody perennial crop
98351,34.03352,-116.93884,woody perennial crop
236204,39.32377,-121.63537,woody perennial crop
211132,34.88281,-120.26043,woody perennial crop
274063,39.07955,-122.93809,woody perennial crop
458932,36.88554,-119.96281,woody perennial crop
14135,33.27134,-115.51555,woody perennial crop
459506,41.59797,-120.189,woody perennial crop
433619,38.11351,-121.33774,woody perennial crop
480777,36.92885,-121.68439,woody perennial crop
138671,38.07305,-121.43873,woody perennial crop
257947,39.27422,-123.21803,woody perennial crop
231842,38.04987,-121.48413,woody perennial crop
273190,36.74304,-120.35999,woody perennial crop
204214,39.91349,-122.13266,woody perennial crop
111946,36.88635,-121.67524,woody perennial crop
356430,35.99067,-119.11979,woody perennial crop
11681,37.43492,-120.63516,woody perennial crop
12119,33.6718,-114.62799,woody perennial crop
478260,37.96681,-121.46905,woody perennial crop
501813,36.15671,-121.11588,woody perennial crop
485144,36.03275,-120.02064,woody perennial crop
392110,38.20138,-121.61504,woody perennial crop
310404,39.06868,-121.52577,woody perennial crop
221374,36.15217,-119.1004,woody perennial crop
444317,36.04826,-120.04954,woody perennial crop
380603,39.66677,-122.18172,woody perennial crop
536285,36.21302,-119.8583,woody perennial crop
285854,34.76207,-120.40113,woody perennial crop
102903,37.58848,-120.8819,woody perennial crop
120725,37.94412,-121.70659,woody perennial crop
455553,39.33055,-121.71066,woody perennial crop
96005,38.34544,-121.53236,woody perennial crop
218160,36.7381,-120.42793,woody perennial crop
39210,36.10932,-119.38992,woody perennial crop
176953,37.81996,-121.59216,woody perennial crop
291924,37.5922,-121.09202,woody perennial crop
253568,33.56464,-115.99904,woody perennial crop
200955,36.80903,-120.45244,woody perennial crop
288402,38.94724,-121.14756,woody perennial crop
499007,37.90481,-121.13529,woody perennial crop
231947,38.57162,-121.71561,woody perennial crop
602081,39.519,-121.49173,woody perennial crop
316011,40.41219,-122.20416,woody perennial crop
471113,36.53888,-119.50036,woody perennial crop
63203,36.92483,-121.68164,woody perennial crop
26559,36.76081,-121.60791,woody perennial crop
321782,38.16145,-121.37443,woody perennial crop
168547,39.36308,-121.99969,woody perennial crop
507737,34.39257,-118.98154,woody perennial crop
575270,38.19855,-121.42521,woody perennial crop
326858,35.99433,-119.22319,woody perennial crop
98716,37.80085,-120.89835,woody perennial crop
187221,38.58941,-122.85436,woody perennial crop
276916,38.9742,-123.05062,woody perennial crop
419802,33.18546,-115.50499,woody perennial crop
45555,35.08268,-118.92963,woody perennial crop
77635,33.59365,-116.22942,woody perennial crop
77894,33.24597,-117.08162,woody perennial crop
310475,38.18269,-121.45928,woody perennial crop
487989,36.48272,-119.20164,woody perennial crop
183879,37.64052,-121.08446000000001,woody perennial crop
480632,38.21524,-122.3685,woody perennial crop
