site_id,lat,lon,pft,cluster,dist_to_centroid
170791,37.5487,-121.07817,annual crop,669,1.1618835501303855
478864,32.86823,-115.45266,annual crop,2007,0.8272634467695973
69652,36.16236,-119.97257,annual crop,2583,1.4079748821769382
205723,37.84527,-121.05495,annual crop,3544,1.3746919736796062
286377,37.41134,-121.06934,annual crop,3311,0.6107297351363373
472107,39.96188,-122.0277,annual crop,4356,0.7655646807131626
54800,38.35344,-121.70086,annual crop,2989,1.0587243209198243
543653,38.94923,-121.72263,annual crop,2369,0.6099430906697086
174120,40.79624,-124.1041,annual crop,2422,0.8337405327346786
365354,37.28411,-121.01144,annual crop,2622,0.7352286576437699
151728,33.17412,-115.48898,annual crop,1984,0.8051385233293864
172,38.09688,-122.52661,annual crop,3857,0
504219,36.59547,-121.51975,annual crop,178,0.4841561770705666
305457,37.46979,-120.83518,annual crop,191,1.110941538744714
312813,36.56754,-121.48529,annual crop,4701,0.8899491849500272
574587,38.49295,-121.83847,annual crop,4634,0.7537436316076843
534902,39.08893,-121.90143,annual crop,4872,0.7365783852327416
431476,36.66977,-121.57215,annual crop,1471,0.39610675991945826
118644,35.5343,-119.40086,annual crop,828,0.9527540919441744
463460,36.70651,-121.58967,annual crop,2662,0.5601692997334502
432890,41.92344,-121.47526,annual crop,1797,0.6948729852445042
357221,36.37296,-119.98494,annual crop,3272,0.5866612424889487
546959,39.22427,-122.07854,annual crop,30,0.4470022984201279
24025,36.67437,-121.27864,annual crop,4624,1.2859841137080548
212928,38.44533,-121.86732,annual crop,3442,1.0713847482761283
478385,36.35326,-119.60442,annual crop,1060,0.6090010608534852
284164,33.66381,-114.61427,annual crop,1280,0.9209213442494893
94264,38.75825,-121.77106,annual crop,5060,1.0505717554520706
567835,32.99637,-115.51396,annual crop,616,0.5607176461022817
322253,32.95773,-115.54763,annual crop,4874,0.8995346057356919
139851,35.19186,-118.81278,annual crop,39,0.7484938211053339
374507,35.09141,-118.88014,annual crop,4358,0.7001760443718771
519772,34.93627,-119.58404,annual crop,2051,0.7878585636821064
344885,35.50468,-119.3604,annual crop,1759,0
244224,36.4348,-121.35224,annual crop,2202,0.4103380569726302
537092,41.5163,-122.51762,annual crop,3366,0.8232606348933168
381748,40.83499,-121.51121,annual crop,2630,0.6208457505361186
149383,32.79341,-114.59603,annual crop,3787,1.1899557823780604
309579,34.91877,-120.54964,annual crop,2188,0.7678546906274358
147267,36.70698,-120.09907,annual crop,2505,1.0554149044046603
395401,35.97041,-120.814,annual crop,3075,0.9248528970260348
147669,36.7361,-121.75392,annual crop,2137,0.6995284947854468
15333,36.62487,-119.42843,annual crop,1238,1.1108409155944279
111076,36.50795,-120.09459,annual crop,2103,1.3453400151323314
18393,37.14729,-122.00766,annual crop,1728,0
323913,37.64837,-120.75771,annual crop,876,0.628228849437203
66780,38.14946,-121.82212,annual crop,296,0.7234180632958144
376156,37.19418,-122.02001,annual crop,2607,0
160660,37.5297,-121.23436,annual crop,967,0.8962760519350729
50416,36.29681,-120.034,annual crop,3108,0.6311051525889381
591861,36.17771,-120.30386,annual crop,772,1.00129437958735
232916,39.49049,-122.18647,annual crop,3453,0.3873471523932837
22959,34.60748,-120.27622,annual crop,1200,0
109977,36.18517,-120.08089,annual crop,5128,0.5414200594648334
524825,37.89507,-121.64661,annual crop,2146,0.8029699548295204
467,33.07692,-115.6968,annual crop,4613,0
418208,38.67656,-121.94855,annual crop,1331,0.7761209252485346
136643,36.87461,-121.36096,annual crop,4017,0.7876948610957781
407768,36.34174,-120.94857,annual crop,4197,0.7741155871075754
332554,38.3443,-121.18634,annual crop,1047,0.6015069941437425
133669,36.19716,-120.13395,annual crop,1293,0.9410352556635933
430308,37.15256,-120.7207,annual crop,4573,0.9576918097592736
454976,37.30134,-120.60937,annual crop,503,0.5709306629353218
428470,37.11221,-120.51129,annual crop,3940,1.076971963394508
195101,34.91515,-120.55598,annual crop,309,0.5361035012138736
195100,34.91653,-120.55764,annual crop,3916,0.610034585103081
102318,36.56402,-121.49086,annual crop,1716,0.3248197313639863
231340,40.40013,-122.18764,annual crop,5055,1.0676591211415025
213585,34.18712,-119.07232,annual crop,4813,1.1072547333388596
6955,34.99962,-120.55819,annual crop,224,0.6148962848324826
263488,37.48099,-120.82296,annual crop,644,0.3573817512064417
436369,38.16655,-119.24954,annual crop,4945,0.9989806197606681
574469,38.9947,-121.26809,annual crop,1732,0.9467644641278555
